shipToCode,name,address1,address2,city,postalCode
900255,GUARDIAN H & B- 151 HARBOURFRONT,1 MARITIME SQUARE,#02-111/112 HARBOURFRONT CENTRE,SINGAPORE,099253
900258,GUARDIAN H & B- 030 NORTHPOINT,930 YISHUN AVENUE 2,#B1-14 NORTH POINT SHOPPING CENTRE,SINGAPORE,769098
900262,GUARDIAN H & B- 036 BEDOK CENTRAL,BLOCK 210 NEW UPPER CHANGI RD.,#01-715,SINGAPORE,460210
900298,GUARDIAN H & B- 049 JURONG POINT,63 JURONG WEST CENTRAL 3,#B1-27/28 JURONG POINT SHOPPING CENTRE,SINGAPORE,648331
900433,GUARDIAN H & B-077 BKT PANJANGPLAZA,1 JELEBU RD.,#01-01/02 BKT. PANJANG PLAZA,SINGAPORE,677743
900435,GUARDIAN H & B- 079 WEST MALL,1 BUKIT BATOK CENTRAL LINK,#01-27 WEST MALL SHOPPING CTR.,SINGAPORE,658713
900453,GUARDIAN H & B- 086 MOUNT ELIZABETH,3 MOUNT ELIZABETH,#02-10/11 MT ELIZABETH MEDICAL CTR.,SINGAPORE,228510
900454,GUARDIAN H & B- 087 GLENEAGLES MEDICAL,6 NAPIER RD.,#02-06/07/08 GLENEAGLES MEDICAL CTR,SINGAPORE,258500
900464,NISHINO PHARMACEUTICAL P/L- SHAW HOUSE,350 ORCHARD RD.,#B1-00 SHAW HOUSE,SINGAPORE,238868
900482,GUARDIAN H & B-092 GREAT WORLD CITY,1 KIM SENG PROMENADE,#B1-18/19 GREAT WORLD CITY,SINGAPORE,237994
900610,WATSON'S PCS- LUCKY PLAZA,304 ORCHARD RD.,"#B1-27/41, 28/40 LUCKY PLAZA",SINGAPORE,238863
900611,WATSON'S PCS- MARINA SQUARE,6 RAFFLES BOULEVARD,#02-212 MARINA SQUARE,SINGAPORE,039594
900615,WATSON'S PCS- PARKWAY PARADE,80 MARINE PARADE RD.,#B1-14/15/16 PARKWAY PARADE,SINGAPORE,449269
900621,WATSON'S PCS- UNITED SQUARE,101 THOMSON RD.,#B1-53 UNITED SQUARE,SINGAPORE,307591
900625,WATSON'S PCS-TOA PAYOH BLOCK 190,BLOCK 190 LORONG 6 TOA PAYOH,#01-570,SINGAPORE,310190
900630,WATSON'S PCS- NGEE ANN CITY,391-A ORCHARD RD.,#B2-06/09 NGEE ANN CITY TOWER A,SINGAPORE,238873
900641,WATSON'S PCS- BUGIS JUNCTION,200 VICTORIA ST.,#02-27/33 BUGIS JUNCTION,SINGAPORE,188021
900643,WATSON'S PCS- JURONG PT.,1 JURONG WEST CENTRAL 2,#B1-12 JURONG POINT SHOPPING CTR.,SINGAPORE,648886
900644,WATSON'S PCS- TAMPINES MALL,4 TAMPINES CENTRAL 5,#B1-07/08 TAMPINES MALL,SINGAPORE,529510
900655,WATSON'S PCS- BKT PANJANG,1 JELEBU RD.,#01-30/31 BKT PANJANG PLAZA SHOPPING CTR,SINGAPORE,677743
900910,UNITY BY FAIRPRICE - JX8 - JUNCTION 8,BLOCK 9 BISHAN PLACE,#B1-16 JUNCTION 8,SINGAPORE,579837
900916,UNITY BY FAIRPRICE - TMA TANGLIN MALL TMA,163 TANGLIN RD.,#B1-13 TANGLIN MALL,SINGAPORE,247933
900918,UNITY BY FAIRPRICE - JRP JURONG PT. JRP,1 JURONG WEST CENTRAL 2,#B1-09 JURONG POINT,SINGAPORE,648886
900922,UNITY BY FAIRPRICE - LT1 LOT ONE SHOPPER'S MALL,21 CHOA CHU KANG AVENUE 4,#B1-04/05,SINGAPORE,689812
900927,UNITY BY FAIRPRICE - TSP THOMSON PLAZA TSP,301 THOMSON RD.,#01-102 THOMSON PLAZA,SINGAPORE,574408
900928,UNITY BY FAIRPRICE - SPC,10 EUNOS RD. 8,#B1-122 SINGAPORE POST CENTRE,SINGAPORE,408600
900930,UNITY BY FAIRPRICE - RVP RIVERVALE PLAZA RVP,BLOCK 118 RIVERVALE DRIVE,#01-16 RIVERVALE PLAZA,SINGAPORE,540118
900990,GUARDIAN H & B- 101 BISHAN JUNCTION,9 BISHAN PLACE,#B1-08 JUNCTION 8 SHOPPING CTR.,SINGAPORE,579837
900996,GUARDIAN H & B- 113 PLAZA SINGAPURE,68 ORCHARD RD.,#B2-14 PLAZA SINGAPURA,SINGAPORE,238839
901022,GUARDIAN H & B- 094 NOVENA SQUARE,238 THOMSON RD.,#01-31 NOVENA SQUARE,SINGAPORE,307683
901023,GUARDIAN H&B - 095 IMM 2,2 JURONG EAST ST. 21,#01-57 IMM BUILDING,SINGAPORE,609601
901040,NISHINO PHARMACEUTICAL- TAKASHIMAYA,B2-017 NGEE ANN CITY TOWER A,391 ORCHARD ROAD,SINGAPORE,238872
901107,GUARDIAN H & B- 096 CLIFFORD 2,24 RAFFLES PLACE,#01-19/20/21 CLIFFORD CENTRE,SINGAPORE,048621
901119,GUARDIAN H & B- 127 PARAGON,290 ORCHARD RD.,#B1-20/24 PARAGON,SINGAPORE,238859
901179,WATSON'S PCS - 074 GREAT WORLD CITY,#01-53A/54 GREAT WORLD CITY,1 KIM SENG PROMENADE,SINGAPORE,237994
901218,NISHINO PHARMACEUTICAL P/L-MEIDI-YA,177 RIVER VALLEY RD.,"BASEMENT 1, MEIDI-YA SUPERMARKET",SINGAPORE,179030
901247,UNITY BY FAIRPRICE - HBF HABOUR FRONT CTR HBF,1 MARITIME SQUARE,#02-118/119,SINGAPORE,099253
901253,GUARDIAN H & B- 156 HEARTLAND MALL,BLOCK 205 HOUGANG ST 21,#01-129 HEARTLAND MALL,SINGAPORE,530205
901328,GUARDIAN H & B- 195 TOA PAYOH,BLOCK 190 LORONG 6 TOA PAYOH,#01-578,SINGAPORE,310190
901402,UNITY BY FAIRPRICE - PGP PUNGGOL PLAZA,BLOCK 168 PUNGGOL FIELD,#03-01/02 PUNGGOL PLAZA,SINGAPORE,820168
901449,GUARDIAN H&B - 210 RAP3,5 RAFFLES PLACE,#B1-37 TO 40/43 TO 45 RAFFLES PLACE MRT,SINGAPORE,048618
901462,GUARDIAN H & B- 207 YEW TEE MRT,61 CHOA CHU KANG DRIVE,#01-02A YEW TEE MRT STATION,SINGAPORE,689715
901564,WATSON'S PCS - 201 PARAGON,290 ORCHARD RD.,#B1-27/27A PARAGON,SINGAPORE,238859
901594,GUARDIAN H & B- 231 HOUGANG MALL,90 HOUGANG AVENUE 10,#B1-31 HOUGANG MALL SHOPPING CTR.,SINGAPORE,538766
901717,WATSON'S PCS- CHANGI AIRPORT T3T,65 AIRPORT BOULEVARD L2AR6,CHANGI AIRPORT TERMINAL 3,SINGAPORE,819663
901721,WATSON'S PCS- CHANGI AIRPORT T3B,65 AIRPORT BOULEVARD B2LR23,CHANGI AIRPORT TERMINAL 3,SINGAPORE,819663
901812,UNITY BY FAIRPRICE - PSG PLAZA SINGAPURA PSG,68 ORCHARD RD.,#B2-20A PLAZA SINGAPURA,SINGAPORE,238839
901823,GUARDIAN H&B - 264 ION,2 ORCHARD TURN,#B4-02 ION ORCHARD,SINGAPORE,238801
901829,GUARDIAN H & B-267 CITY SQUARE MALL,180 KITCHENER RD.,#B1-18/19 CITY SQUARE MALL,SINGAPORE,208539
902036,GUARDIAN H & B- 242 CCK LOT 1,21 CHOA CHU KANG AVENUE 4,#B1-26/27 LOT ONE SHOPPERS' MALL,SINGAPORE,689812
902049,WATSON'S PCS- 139 ION,2 ORCHARD TURN,#B4-12 ION ORCHARD,SINGAPORE,238801
902168,WATSON'S PCS- MARINA BAY LINK,8A MARINA BOULEVARD,#B2-57/58/59 MARINA BAY LINK MALL,SINGAPORE,018984
902171,GUARDIAN H & B- 283 SERANGOON NEX,23 SERANGOON CENTRAL,#B1-62/63 SERANGOON NEX,SINGAPORE,556083
902172,GUARDIAN H & B-274 MARINA BAY SANDS,2 BAYFRONT AVENUE,#B2-49 THE SHOPPES AT MARINA BAY SANDS,SINGAPORE,018972
902189,WATSON'S PCS- 148 CLEMENTI MALL,3155 COMMONWEALTH AVENUE WEST,#B1-37/38/39 THE CLEMENTI MALL,SINGAPORE,129588
902190,UNITY BY FAIRPRICE - WMA WEST MALL,1 BUKIT BATOK CENTRAL,#01-08 WEST MALL SHOPPING CTR.,SINGAPORE,658713
902202,WATSON'S PCS- PARAGON,290 ORCHARD RD.,#B1-32/33 PARAGON,SINGAPORE,238859
902203,GUARDIAN H & B- 286 CLEMENTI MALL,3155 COMMONWEALTH AVENUE WEST,#03-59/60/61 CLEMENTI MALL,SINGAPORE,129588
902206,GUARDIAN H & B- 288 T2 TRANSIT LOUNGE N,60 AIRPORT BOULEVARD,"#26-095A CHANGI AIRPORT T2, DEPARTURE",SINGAPORE,819643
902207,GUARDIAN H & B-289 T2 CHECK IN HALL,60 AIRPORT BOULEVARD,"#026-012 CHANGI AIRPORT T2, DEPARTURE",SINGAPORE,819643
902209,WATSON'S PCS- 150 T3C,65 AIRPORT BOULEVARD,#02-95/96 CHANGI AIRPORT TERMINAL 3,SINGAPORE,819663
902215,GUARDIAN H & B-294 CAUSEWAY POINT 2,1 WOODLANDS SQUARE,#B1-28/29/30 CAUSEWAY POINT SHOPPING CTR,SINGAPORE,738099
902229,WATSON'S PCS- CWP 151 CAUSEWAYPT,1 WOODLANDS SQUARE,#B1-14/15 CAUSEWAY POINT SHOPPING CTR,SINGAPORE,738099
902264,UNITY BY FAIRPRICE - ARC,460 ALEXANDRA RD.,#02-04/05/06 ALEXANDRA RETAIL CENTRE,SINGAPORE,119963
902275,GUARDIAN H & B-306 AIRPRT BOULEVARD,60 AIRPORT BOULEVARD,#02-69 CHANGI AIRPORT TERMINAL 1,SINGAPORE,819643
902312,GUARDIAN H & B- 310 NOVENA HOSPITAL,38 IRRAWADDY RD.,#01-08/09/10/11,SINGAPORE,329563
902335,GUARDIAN H & B- 309 AMARA HOTEL,100 TRAS ST.,#02-09,SINGAPORE,079027
902364,WATSON'S PERSONAL CARE STORE (JEM),50 JURONG GATEWAY RD.,#B1-07,SINGAPORE,608549
902366,GUARDIAN H&B - 317 JEM,50 JURONG GATEWAY RD.,#B1-16/17 JEM SHOPPING CTR.,SINGAPORE,608549
D33013,ASIAN HEART & VASCULAR CENTRE P/L,3 MOUNT ELIZABETH,#17-08 MT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
D33111,GUARDIAN H & B -322 TAS,391 ORCHARD ROAD,#B2-15/23 NGEE ANN CITY,SINGAPORE,238872
D33124,ADULT & CHILD PSYCHOLOGICAL WELLNESS CLINIC PTE LT,9 SCOTT ROAD,#13-05 ROYAL SQUARE AT NOVENA,SINGAPORE,329565
D33171,ROBLESS VASCULAR CLINIC PTE LTD,3 MOUNT ELIZABETH,#13-06 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
D33201,RAFFLES MEDICAL GROUP LTD (JURONGPT,1 JURONG WEST CENTRAL 2,#B1A-19D JURONG POINT,SINGAPORE,648886
D33202,RAFFLES MEDICAL GROUP LTD(NEWUPPCHA,BLK 203 BEDOKNORTH STREET 1,#07-45/46 BEDOK MALL,SINGAPORE,467360
D33219,COLORECTAL SURGEONS INC. (PTE LTD),38 IRRAWADDY ROAD,#06-30,SINGAPORE,329563
D33251,GUARDIAN H & B - 321 WGA,3 GATEWAY DRIVE,#B1-20 WESTGATE,SINGAPORE,608532
D33266,GUARDIAN H & B - 326 BEDOK MALL,311 NEW UPPER CHANGI ROAD,#B2-45/46/47 BEDOK MALL,SINGAPORE,467360
D33322,WATSON'S PCS- 173 BM,311 UPPER CHANGI ROAD,#B2-12/13 BEDOK MALL,SINGAPORE,467360
D33374,PANASIA SURGERY PTE LTD,38 IRRAWADDY ROAD,#10-43/44 MT ELIZABETH NOVENA MEDICAL CT,SINGAPORE,329563
D33375,HEALTHPATH MEDICAL CLINIC & SURGERY PTE LTD,BLK 338 ANG MO KIO AVE 1,#01-1651,SINGAPORE,560338
D33376,PANASIA SURGERY PTE LTD,319 JOO CHIAT PLACE,#04-03,SINGAPORE,427989
D33547,APEX HEART CLINIC,6A NAPIER ROAD,#04-37 ANNEX BLOCK GLENEAGLES HOSPITAL,SINGAPORE,258500
D33572,FERNVALE FAMILY CLINIC PTE LTD,BLK 405C FERNVALE LANE,#01-101,SINGAPORE,793405
D33596,Q & M MEDICAL & AESTHETIC CLINIC (SERANGOON CENTRA,BLK 262 SERANGOON CENTRAL DRIVE,#01-115,SINGAPORE,550262
D33606,RAFFLES MEDICAL GROUP LTD-YEW TEE POINT,21 CHOA CHU KANG NORTH 6,#01-02 YEW TEE POINT,SINGAPORE,689578
D33607,E MEDICAL NOVENA,10 SINARAN DRIVE,#10-04 NOVENA MEDICAL CENTER,SINGAPORE,307506
D33669,ARDEN ENDOCRINOLOGY SPECIALIST CLINIC PTE LTD,38 IRRAWADDY ROAD,#09-45/46 MOUNT ELIZABETH NOVENA,SINGAPORE,329563
D33670,FAMILY MEDICINE CLINIC CHINATOWN,133 NEW BRIDGE ROAD,#02-09/10 CHINATOWN POINT,SINGAPORE,669413
D33717,FARRER PARK HOSPITAL PTE LTD,1 FARRER PARK STATION ROAD,#02-01 CONNEXION,SINGAPORE,217562
D33767,UNITY FAMILY MEDICINE CLINIC,BLK 264 SERANGOON CENTRAL,#01-205,SINGAPORE,550264
D33794,HC HEALTHCARE PTE LTD,61 UBI AVE 1,#04-03,SINGAPORE,408941
D33876,RAFFLES MEDICAL GROUP LTD - MARINA,BLK 8 MARINA VIEW,#15-01 ASIA SQUARE TOWER 1,SINGAPORE,018960
D33897,SIOW NEUROLOGY HEADACHE & PAIN CTR,38 IRRAWADDY ROAD,#11-54 MTELIZABETH NOVENA SPECIALIST CTR,SINGAPORE,329563
D34041,THE RESILIENZ CLINIC PTE LTD,10 SINARAN DRIVE,#10-03 NOVENA MEDICAL CENTRE,SINGAPORE,307506
D34044,WSLAW MEDICAL PTE LTD C/O WS LAW WOMENS CLINIC &,38 IRRAWADDY ROAD,#08-53 MT ELIZABETH NOVENA SPECIALISTCTR,SINGAPORE,329563
D34170,KK TANG BRAINSPINE SURGERY,38 IRRAWADDY ROAD,#10-28/29 MT ELIZEBETH NOVENA SPECIALIST,SINGAPORE,329563
D34230,RAFFLES MEDICAL GROUP LTD,12 MARINA BOULEVARD,#17-05 TOWER,SINGAPORE,078982
D34234,ORTHOLIMB BONE & JOINT SURGERY P/L,6 NAPIER ROAD,#07-19 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
D34292,TAN KOK SOON HEART SPECIALIST CLINIC,820 THOMSON ROAD,#15-11 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,574623
D63290,GUARDIAN H & B - 327 BUGIS JUNCTION,200 VICTORIA STREET,#B1-20/21 BUGIS JUNCTION,SINGAPORE,188021
D63293,HEALTHWAY MEDICAL GROUP PTE LTD,BLK 116 TOA PAYOH LORONG 2,#01-160,SINGAPORE,310116
D63310,DR FOO ENDOCRINE PTE LTD C/O SPECIALIST ENDOCRINE,1 ORCHARD BOULEVARD,#04-03 CAMDEN MEDICAL CENTRE,SINGAPORE,248649
D63405,PRECIOUS MEDICAL CENTRE PTE PTD C/O PRECIOUS MEDIC,290 ORCHARD ROAD,#12-01 PARAGON,SINGAPORE,238859
D63432,NTUC FPLTD - 476 HSPH,1 STADIUM PLACE,#01-29 HYPER SPORTS HUB,SINGAPORE,397628
D63754,THE HEART DOCTORS PTE LTD,820 THOMSON ROAD,"#05-56 MEDICAL CENTRE D, MT ALVERNIA",SINGAPORE,574623
D63831,THE HEART AND VASCULAR CENTRE P/L,3 MOUNT ELIZABETH,#08-06 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
D63903,HEART MATTERS MEDICAL CENTRE PTELTD,38 IRRAWADDY ROAD,#07-30 MOUNT. E NOVENA SPECIALIST CTR,SINGAPORE,329563
D63933,SKIN CONSULTANCY PTE LTD,1 FARRER PARK STATION ROAD,#12-02 FARRER PARK MEDICAL CENTRE,SINGAPORE,217562
D64454,HOPE GASTROENTEROLOGY AND LIVER P/L,3 MOUNT ELIZABETH,#17-16 MT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
D64799,"ALLERGY, ARTHRITIS & RHEUMATISM CLINIC C/O AARC CO",1 FARRER PARK STATION ROAD,#14-13 CONNEXION,SINGAPORE,217562
D64903,NG TENG FONG GENERAL HOSPITAL,NO 1 JURONG EAST STREET 21,,SINGAPORE,609606
D65118,GLEN ARDEN ENDOCRINOLOGY SPECIALIST CLINIC PTE LTD,6 NAPIER ROAD,#06-17 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
D65268,GASTRO LIVER & SURGICAL CENTRE C/O GLSC PTE LTD,6 NAPIER ROAD,#06-17 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
D65269,RSIM GENERAL & COLORECTAL SURGERY C/O R SIM SURGER,1 FARRER PARK STATION ROAD,"#13-10 FARRER PARK MEDICAL CTR,CONNEXION",SINGAPORE,217562
D65271,SENNETT MEDICAL CLINIC,55 SIGLAP ROAD,#B1-10 SIGLAP CENTRE,SINGAPORE,455871
D65739,FARRER PARK HOSPITAL PTE LTD C/O FARRER PARK PHARM,1 FARRER PARK STATION ROAD,#01-03 CONNEXION,SINGAPORE,217562
D65851,VIVIEN LIM ENDOCRINOLOGY SPECIALIST CENTRE PTE LTD,6 NAPIER ROAD,#03-17/18 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
D65942,ZENITH MEDICAL CLINIC PTE LTD,BLK 266C PUNGGOL WAY,#01-374,SINGAPORE,823266
D66060,NTUC HEALTH CO-OPERATIVE LTD - 3PL (BULIM AVE),10 BULIM AVENUE,"#07-00, BAY #16-18",SINGAPORE,648165
D66224,WATSON'S PCS - 183 T3 TRANSIT NORTH,65 BOULEVARD,#02-66 DEPARTURE / TRANSIT LOUNGE NORTH,SINGAPORE,819663
D66296,MEMBER OF SOC - SOC @ CONNEXION PTE LTD,1 FARRER PARK STATION ROAD,#09-13 FARRER MEDICAL CENTRE,SINGAPORE,217562
D66432,RAFFLES MEDICAL GROUP LTD,33 SENGKANG WEST AVENUE,#01-54/55/56 THE SELETAR MALL,SINGAPORE,797653
D66535,SOC@CONNEXION PTE LTD,1 FARRER PARK STATION ROAD #09-13,FARRER MEDICAL CENTRESG,SINGAPORE,217562
D66827,SAINT JULIEN CLINICAL ASSOCIATES PTE LTD,820 THOMSON ROAD,#05-58 MOUNT ALVERNIA HOSPITAL CTR D,SINGAPORE,574623
D67473,ASIAN HEART & VASCULAR CENTRE P/L C/O ASIAN HEART,38 IRRAWADDY ROAD,#10-54/55 MT E NOVENA HOSPITAL,SINGAPORE,329563
D67530,N B THAM CLINIC PTE LTD,8 WHAMPOA DRIVE,,SINGAPORE,327718
D67592,KK SNG COLORECTAL & GENERAL SURGERY PTE LTD,6 NAPIER ROAD,#06-11 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
D67787,ESC CARDIOVASCULAR & MEDICINE CLINIC C/O KINGS CAR,1 FARRER PARK STATION ROAD,"#15-01 FARRER PARK HOSPITAL, CONNEXION",SINGAPORE,217562
D69107,SIGLAP CLINIC PTE LTD,308 TELOK KURAU ROAD,#01-08 VIBES@EAST COAST,SINGAPORE,423858
E02461,GARDEN CLINIC,BLK 304 SERANGOON AVE 2,#01-04,SINGAPORE,550304
E03036,GUARDIAN H & B - 334 WHITE SANDS,1 PASIR RIS CENTRAL ST 3,#01-12 WHITE SANDS MALL,SINGAPORE,518457
E03119,MEDIVENE HOLDINGS PTE LTD C/O MEDIVENE CLINIC & SU,330 ANCHOVALE STREET,#01-05,SINGAPORE,540330
E03327,LATIF & LYNN PTE LTD C/O FUSION MEDICAL & HEALTH S,1 FUSIONPOLIS LINK,#01-05 NEXUS,SINGAPORE,138542
E03959,BERNARD KWOK CARDIOLOGY CLINIC PTE LTD C/O BK CARD,1 FARRER PARK STATION ROAD,#07-18 FARRER PARK MEDICAL CTR CONNEXION,SINGAPORE,217562
E04020,SINGHEALTH POLYCLINICS - GUL CIRCLE,7 GUL CIRCLE,#01-09,SINGAPORE,629563
E04307,ELISA KOH CLINIC & SURGERY FOR WOMEN C/O ELISA KOH,38 IRRAWADDY ROAD,#06-27 MT E NOVENA SPECIALIST CTR,SINGAPORE,329563
E04589,BETTER LIFE PSYCHOLOGICAL MEDICINE CLINIC C/O BETT,10 SINARAN DRIVE,#10-10 NOVENA MEDICAL CENTRE,SINGAPORE,307506
E04793,DR.W FAMILY CLINIC C/O W CLINIC PTE LTD,8 EMPRESS ROAD,#01-09,SINGAPORE,260008
E05308,WOMEN FERTILITY & FETAL CENTRE C/O WOMEN FERTILITY,3 MOUNT ELIZABETH,#11-12 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
E05588,GUARDIAN HEALTH & BEAUTY - 336 DS2,"60 AIRPORT BOULEVARD #026-115-01,T2",DEPARTURE / TRANSIT LOUNGE SOUTH,SINGAPORE,819643
E05595,THE CLINIC @ CAPITAGREEN C/O THE CLINIC @ CAPITAGR,138 MARKET STREET,#02-01A CAPITAGREEN,SINGAPORE,048946
E05948,KING GEORGE'S MEDICAL CLINIC PTELTD,BLK 803 KING GEORGE'S AVE,#01-144,SINGAPORE,200803
E06212,FAMILY CARE MEDICAL CENTRE PTE LTD,BLK 916 HOUGANG AVENUE 9,#01-08,SINGAPORE,530916
E06277,LIFE FAMILY CLINIC,BLK 713 ANG MO KIO AVE 6,#01-4052,SINGAPORE,560713
E06288,RESTORE HEART CENTRE,"MT ALVERNIA HOSP, MEDICAL CTR D","#07-52 MT ALVERNIA HOSP, MEDICAL CTR D",SINGAPORE,574623
E06373,LIAN CLINIC - DR JEFFREY LOH,18 MARSILING LANE,#01-269,SINGAPORE,730018
E06374,CAPSTONE COLORECTAL SURGERY CENTRE C/O MH COLORECT,3 MOUNT ELIZABETH,#07-08 MT ELIZABETH MEDICAL CTR,SINGAPORE,228510
E66808,GUARDIAN H & B - 330 SELETAR MALL,33 SENGKANG WEST AVE,#B1-10/11 THE SELETAR MALL,SINGAPORE,797653
E67995,GUTCARE ALVERNIA,820 THOMSON ROAD,"#07-55 MT ALVERNIA HOSP, MEDICAL BLOCK D",SINGAPORE,574623
E67996,GUTCARE EAST,321 JOO CHIAT PLACE,#04-04 PARKWAY EAST MEDICAL CENTRE,SINGAPORE,427990
E68094,KINGSLEY FAMILY CLINIC,BLK 704 ANG MO KIO AVE 8,#01-2551,SINGAPORE,560704
E68259,THE CLINIC @ APERIA PTE LTD,12 KALLANG AVENUE,#03-15 APERIA,SINGAPORE,339511
E68571,YISHUN RING ROAD CLINIC,BLK 236 YISHUN RING ROAD,#01-1010,SINGAPORE,760236
E68723,THE VASCULAR & INTERVENTIONAL GROUP PTE LTD,38 IRRAWADDY ROAD,#07-38 MOUNT ELIZABETH HOSPITAL,SINGAPORE,329563
E68826,ORTHOPAEDIC ASSOCIATES (NOVENA),38 IRRAWADDY ROAD,#11-49/50/51 MT ELIZABETH SPECIALIST CTR,SINGAPORE,329563
E69445,BERNARD LIM SPECIALIST SURGERY PTE LTD,38 IRRAWADDY ROAD,#08-52 MT ELIZABETH NOVENA,SINGAPORE,329563
E69481,SOG-CHOO WAN LING CLINIC FOR WOMEN,38 IRRAWADDY ROAD,#10-30 MT E NOVENA SPECIALIST CTR,SINGAPORE,329563
E69483,RAFFLES MEDICAL GROUP PTE LTD,3 SIMEI STREET 6,#02-27 EASTPOINT MALL,SINGAPORE,528833
E69602,KL LING GASTROENTEROLOGY AND LIVER CLINIC PTE LTD,3 MOUNT ELIZABETH,#16-04 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
E69927,TAYKA MEDICAL PTE LTD C/O TAYKA MEDICAL FAMILY CLI,BLK 526 JURONG WEST STREET 52,#01-323,SINGAPORE,640526
E70255,RAFFLES MEDICAL GROUP LTD,1 SCOOTS ROAD,#04-09 TO 14 SHAW CENTRE,SINGAPORE,228208
E70298,CRAWFURD MEDICAL CENTRE PTE LTD,3 TEMASEK BOULEVARD,#02-482 SUNTEC CITY MALL,SINGAPORE,038983
E70320,ISLAND FAMILY CLINIC (SENGKANG),279 SENGKANG EAST AVE,#01-05,SINGAPORE,540279
E70365,PANHEALTH MEDICAL PUNGGOL PTE LTD,BLK 312B SUMANG LINK,#01-03,SINGAPORE,822312
E70715,JURONG COMMUNITY HOSPITAL,1 JURONG EAST ST 21,,SINGAPORE,609606
E70818,SOZO CARDIOLOGY PTE LTD,38 IRRAWADDY ROAD,#06-39,SINGAPORE,329563
E70825,GUARDIAN H & B - 335 DTW,80 AIRPORT BOULEVARD,DEPARTURE / TRANSIT LOUNGE WEST,SINGAPORE,819642
E70856,ASC CLINIC FOR WOMEN PTE LTD,6 NAPIER ROAD,#05-04 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
E70857,THE HARLEY STREET HEART & CANCER CENTRE-DR LO SOO,6A NAPIER ROAD,#02-38/41 GLENEAGLES HOSPITAL ANNEX BLK,SINGAPORE,238500
E70909,RAFFLESSPECIALISTS,1 SCOTTS ROAD,#05-01 TO #05-11 SHAW CENTRE,SINGAPORE,228208
E71035,SENGKANG HEALTH PTE LTD,378 ALEXANDRA ROAD,BLK 20C LEVEL 2 FINANCE DEPT,SINGAPORE,544886
F06522,GUARDIAN H & B - 338 WWP,83 PUNGGOL CENTRAL,#B1-04 WATERWAY POINT,SINGAPORE,828761
F06525,COLORECTAL PRACTICE C/O COLORECTAL PRACTICE PTE LT,3 MOUNT ELIZABETH,#13-05 MOUNT ELIZABETH MEDICAL CENTRE,SINGAPORE,228510
F06758,ONEDOCTORS FAMILY CLINIC C/O ONEDOCTORS PENTA PTE,83 PUNGGOL CENTRAL,#02-17 WATERWAY POINT,SINGAPORE,828761
F06912,THE FAMILY PRACTICE @ SKYVILLE C/O THE FAMILY PRAC,BLK 85 DAWSON ROAD,#01-06,SINGAPORE,141085
F07210,Q & M MEDICAL CLINIC (BUKIT BATOK),BLK 151 BUKIT BATOK STREET,#01-252,SINGAPORE,650151
F07351,GUTCARE G,6 NAPIER ROAD,#07-19 GLENEAGLES MEDICAL CENTRE,SINGAPORE,258499
F07418,DUXTON MEDICAL CLINIC,BLK 7 TANJONG PAGAR PLAZA,#01-106,SINGAPORE,081007
F08653,VISITING VETS GROUP PTE LTD,9 TAMAN SERASI,#01-09,SINGAPORE,257720
F09016,"ABEL SOH DIABETES, THYRIOD AND ENDOCRINE CLINIC",3 MOUNT ELIZABETH,#12-11 MOUNT ELIZABETH HOSPITAL,SINGAPORE,228510
F10066,SBCC BABY & CHILD C/O SBCC CLINIC PTE LTD,1 JELEBU ROAD,#04-03 BUKIT PANJANG PLAZA,SINGAPORE,677743
F10123,ADELPHI PSYCH MEDICINE CLINIC C/OAD PSYCHIATRY AND,BLOCK 1 COLEMAN STREET,#04-32 THE ADELPHI,SINGAPORE,179803
F10783,RAFFLES MEDICAL GROUP LTD,BLOCK 118 HOLLAND AVENUE,#05-02/03 RAFFLES HOLLAND V,SINGAPORE,278997
F10849,RAFFLES MEDICAL GROUP LTD,20 AIRPORT BOULEVARD,SATS INFLIGHT CATERING CENTRE 1,SINGAPORE,819659
F10889,AE MEDICAL CLINIC C/O AE MEDICAL FERNVALE PTE LTD,467B FERNVALE LINK,01-529,SINGAPORE,792467
F11001,UNIHEALTH 24-HR CLINIC (TOA PAYOH) C/O UNIHEALTH M,BLOCK 178 TOA PAYOH CENTRAL,#01-218,SINGAPORE,310178
F11272,PROVIDENCE CLINIC @ BALESTIER C/O PROVIDENCE CLINI,400 BALESTIER ROAD,#01-45 BALESTIER ROAD,SINGAPORE,329802
F11362,MAVEN SURGERY C/O MAVEN MEDICAL PTE LTD,38 IRRAWADDY ROAD,#07-49 MOUNT ELIZABETH NOVENA HOSPITAL,SINGAPORE,329563
