CallChannel,NbCall,SourceID,FiscalYear,ProductName_Level2
Face to Face,6,0011i000001xnVWAAY,2020/2021,Diamicron MR
Face to Face,6,0011i000001xnVZAAY,2019/2020,Valdoxan
Face to Face,6,0011i000001xnVZAAY,2019/2020,Vastarel MR
Face to Face,6,0011i000001xnW2AAI,2019/2020,Vastarel MR
Face to Face,6,0011i000001xnWDAAY,2019/2020,Diamicron MR
Face to Face,6,0011i000001xnWJAAY,2019/2020,Daflon 500
Face to Face,6,0011i000001xnXNAAY,2019/2020,Deprexis
Face to Face,6,0011i000001xnY7AAI,2019/2020,NatSR/Natrixam
Face to Face,6,0011i000001xnZbAAI,2019/2020,Coveram
Face to Face,6,0011i000001xnZbAAI,2019/2020,NatSR/Natrixam
Face to Face,6,0011i000001xnZGAAY,2019/2020,Coversyl
Face to Face,6,0011i000001xnZkAAI,2019/2020,Triplixam
Face to Face,6,0011i000001xnZkAAI,2020/2021,Coversyl Family
Face to Face,6,0011i000002Id70AAC,2020/2021,Vastarel XR 80
Face to Face,6,0011i000002Id73AAC,2020/2021,Coversyl Family
Face to Face,6,0011i000006WatAAAS,2020/2021,Natrilix Family
Face to Face,6,0011i000007EfTWAA0,2019/2020,Coveram
Face to Face,6,0011i000007EVH6AAO,2020/2021,NatSR/Natrixam
Face to Face,6,0011i00000FH4AIAA1,2019/2020,Daflon 500
Face to Face,6,0011i00000NqfZXAAZ,2019/2020,Coveram
Face to Face,6,0011i00000NqfZXAAZ,2019/2020,Triplixam
Face to Face,6,0011i00000rZxw4AAC,2020/2021,Diamicron MR
Face to Face,6,0011i00000X9Nc2AAF,2019/2020,Daflon 1000
Face to Face,6,0011i00000X9Nc2AAF,2020/2021,Daflon 1000
Messages,6,0011i000001xnCQAAY,2020/2021,Valdoxan
Messages,6,0011i000001xnVHAAY,2020/2021,Coralan
Remote-detailing,6,0011i000001xnKdAAI,2019/2020,Daflon 1000
Remote-detailing,6,Undefined,2020/2021,Diamicron MR
Email,5,0011i000001xnVcAAI,2020/2021,Diamicron MR
Email,5,0011i000001xnVRAAY,2020/2021,Diamicron MR
Email,5,0011i000001xnVVAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmamAAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xmarAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xmarAAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmarAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmbaAAA,2020/2021,Valdoxan
Face to Face,5,0011i000001xmbmAAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmbNAAQ,2019/2020,Coveram
Face to Face,5,0011i000001xmbNAAQ,2020/2021,Daflon 500
Face to Face,5,0011i000001xmbvAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmcGAAQ,2019/2020,Cedraflon
Face to Face,5,0011i000001xmcGAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmcGAAQ,2020/2021,Natrilix Family
Face to Face,5,0011i000001xmciAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmd4AAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmd4AAA,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xmd7AAA,2019/2020,Coveram
Face to Face,5,0011i000001xmd7AAA,2019/2020,Coversyl
Face to Face,5,0011i000001xmd7AAA,2020/2021,Daflon 500
Face to Face,5,0011i000001xmdTAAQ,2020/2021,Daflon 500
Face to Face,5,0011i000001xmdUAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmdUAAQ,2020/2021,Valdoxan
Face to Face,5,0011i000001xmerAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmeYAAQ,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmfbAAA,2019/2020,Arcalion
Face to Face,5,0011i000001xmfeAAA,2019/2020,Arcalion
Face to Face,5,0011i000001xmfeAAA,2020/2021,Valdoxan
Face to Face,5,0011i000001xmfLAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xmfLAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmfLAAQ,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xmfPAAQ,2020/2021,Valdoxan
Face to Face,5,0011i000001xmg2AAA,2019/2020,Coversyl
Face to Face,5,0011i000001xmg2AAA,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xmg2AAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmgyAAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmheAAA,2019/2020,Vastarel MR
Face to Face,5,0011i000001xmhIAAQ,2019/2020,Cedraflon
Face to Face,5,0011i000001xmhIAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmi1AAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xmiFAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmjaAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmjcAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmjGAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmjKAAQ,2019/2020,Cedraflon
Face to Face,5,0011i000001xmjKAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xmjKAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmjsAAA,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xmk0AAA,2019/2020,Cedraflon
Face to Face,5,0011i000001xmk0AAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xmklAAA,2020/2021,Coralan
Face to Face,5,0011i000001xml6AAA,2019/2020,Cedraflon
Face to Face,5,0011i000001xml6AAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xml6AAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xmlRAAQ,2019/2020,Vastarel MR
Face to Face,5,0011i000001xmlUAAQ,2019/2020,Coralan
Face to Face,5,0011i000001xmmOAAQ,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmmwAAA,2019/2020,Cedraflon
Face to Face,5,0011i000001xmmwAAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmmyAAA,2019/2020,Cedraflon
Face to Face,5,0011i000001xmmyAAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmmyAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmnbAAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xmnJAAQ,2019/2020,Cedraflon
Face to Face,5,0011i000001xmnJAAQ,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmnJAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmnkAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmnvAAA,2019/2020,Coveram
Face to Face,5,0011i000001xmoqAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmoSAAQ,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmp8AAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmpGAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xmpGAAQ,2019/2020,Vastarel MR
Face to Face,5,0011i000001xmpjAAA,2020/2021,Daflon 500
Face to Face,5,0011i000001xmpYAAQ,2019/2020,Coveram
Face to Face,5,0011i000001xmpYAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xmpYAAQ,2019/2020,Triplixam
Face to Face,5,0011i000001xmqXAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xmrKAAQ,2019/2020,Cedraflon
Face to Face,5,0011i000001xmrKAAQ,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmrKAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmrnAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xms2AAA,2019/2020,Coralan
Face to Face,5,0011i000001xms2AAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xms2AAA,2019/2020,Vastarel MR
Face to Face,5,0011i000001xms2AAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xms2AAA,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xms7AAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xms8AAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xms8AAA,2020/2021,Coralan
Face to Face,5,0011i000001xmsCAAQ,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xmsCAAQ,2020/2021,Coralan
Face to Face,5,0011i000001xmsEAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmtEAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmtlAAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmtNAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmtQAAQ,2020/2021,Valdoxan
Face to Face,5,0011i000001xmttAAA,2020/2021,Valdoxan
Face to Face,5,0011i000001xmuhAAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmvAAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xmvAAAQ,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xmvbAAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmvcAAA,2020/2021,Valdoxan
Face to Face,5,0011i000001xmvMAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmvsAAA,2019/2020,Natrixam
Face to Face,5,0011i000001xmvsAAA,2019/2020,Triplixam
Face to Face,5,0011i000001xmvsAAA,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmvUAAQ,2019/2020,Coveram
Face to Face,5,0011i000001xmwEAAQ,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmx2AAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmy0AAA,2019/2020,Vastarel MR
Face to Face,5,0011i000001xmy2AAA,2019/2020,Coveram
Face to Face,5,0011i000001xmy2AAA,2019/2020,Triplixam
Face to Face,5,0011i000001xmygAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xmygAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmyrAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xmyWAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xmz3AAA,2019/2020,Coveram
Face to Face,5,0011i000001xmz3AAA,2019/2020,Coversyl
Face to Face,5,0011i000001xmz3AAA,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xmz9AAA,2019/2020,Daflon 1000
Face to Face,5,0011i000001xmz9AAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xmzxAAA,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xmzxAAA,2020/2021,Daflon 1000
Face to Face,5,0011i000001xmzxAAA,2020/2021,Valdoxan
Face to Face,5,0011i000001xn0nAAA,2019/2020,Valdoxan
Face to Face,5,0011i000001xn0sAAA,2019/2020,Coveram
Face to Face,5,0011i000001xn0sAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xn0sAAA,2019/2020,Triplixam
Face to Face,5,0011i000001xn0WAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xn1iAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xn1iAAA,2019/2020,Vastarel MR
Face to Face,5,0011i000001xn2VAAQ,2019/2020,Coveram
Face to Face,5,0011i000001xn2VAAQ,2019/2020,Triplixam
Face to Face,5,0011i000001xn2yAAA,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xn3xAAA,2019/2020,Arcalion
Face to Face,5,0011i000001xn5EAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xn5EAAQ,2019/2020,Vastarel MR
Face to Face,5,0011i000001xn5gAAA,2019/2020,Coveram
Face to Face,5,0011i000001xn5gAAA,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xn5gAAA,2019/2020,Triplixam
Face to Face,5,0011i000001xn7qAAA,2019/2020,Triplixam
Face to Face,5,0011i000001xn7rAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xn7VAAQ,2019/2020,Daflon 500
Face to Face,5,0011i000001xn7VAAQ,2019/2020,Diamicron MR
Face to Face,5,0011i000001xn7VAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xn7zAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xn7zAAA,2019/2020,Daflon 1000
Face to Face,5,0011i000001xn7zAAA,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xn8jAAA,2019/2020,Daflon 500
Face to Face,5,0011i000001xn8LAAQ,2019/2020,Triplixam
Face to Face,5,0011i000001xn8LAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xn8NAAQ,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xn90AAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xn9CAAQ,2019/2020,Coveram
Face to Face,5,0011i000001xn9CAAQ,2019/2020,Coversyl
Face to Face,5,0011i000001xn9CAAQ,2019/2020,Triplixam
Face to Face,5,0011i000001xn9MAAQ,2020/2021,Coversyl Family
Face to Face,5,0011i000001xn9UAAQ,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnAlAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnAMAAY,2020/2021,Coralan
Face to Face,5,0011i000001xnApAAI,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnASAAY,2020/2021,Coralan
Face to Face,5,0011i000001xnAZAAY,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnAZAAY,2020/2021,Daflon 500
Face to Face,5,0011i000001xnBIAAY,2020/2021,Daflon 500
Face to Face,5,0011i000001xnblAAA,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnBOAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnbuAAA,2019/2020,Cedraflon
Face to Face,5,0011i000001xnBvAAI,2019/2020,Coversyl
Face to Face,5,0011i000001xnBwAAI,2019/2020,Coveram
Face to Face,5,0011i000001xnBwAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnBWAAY,2019/2020,Vastarel MR
Face to Face,5,0011i000001xnBWAAY,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnc2AAA,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xncaAAA,2019/2020,Coveram
Face to Face,5,0011i000001xncaAAA,2019/2020,Coversyl
Face to Face,5,0011i000001xnCAAAY,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xncBAAQ,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnCCAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xncdAAA,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnCdAAI,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnCDAAY,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnCiAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnCJAAY,2019/2020,Triplixam
Face to Face,5,0011i000001xnCJAAY,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnCJAAY,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xncLAAQ,2019/2020,Vastarel MR
Face to Face,5,0011i000001xnCnAAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnCtAAI,2019/2020,Cedraflon
Face to Face,5,0011i000001xnCtAAI,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xnCtAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnCtAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnCwAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnCxAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnCzAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xndAAAQ,2020/2021,Daflon 500
Face to Face,5,0011i000001xndAAAQ,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnDAAAY,2020/2021,Coralan
Face to Face,5,0011i000001xnDEAAY,2019/2020,Daflon 500
Face to Face,5,0011i000001xnDfAAI,2019/2020,Coveram
Face to Face,5,0011i000001xnDfAAI,2019/2020,Coversyl
Face to Face,5,0011i000001xnDfAAI,2019/2020,Triplixam
Face to Face,5,0011i000001xnDFAAY,2019/2020,Coveram
Face to Face,5,0011i000001xnDFAAY,2019/2020,Triplixam
Face to Face,5,0011i000001xnDmAAI,2019/2020,Coveram
Face to Face,5,0011i000001xnDTAAY,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnDzAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnE7AAI,2019/2020,Triplixam
Face to Face,5,0011i000001xnE7AAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnEHAAY,2019/2020,Daflon 500
Face to Face,5,0011i000001xnF7AAI,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xnFBAAY,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnFiAAI,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnFQAAY,2019/2020,Coveram
Face to Face,5,0011i000001xnFQAAY,2019/2020,Triplixam
Face to Face,5,0011i000001xnFQAAY,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnFQAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnGgAAI,2019/2020,Vastarel MR
Face to Face,5,0011i000001xnGmAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnGmAAI,2020/2021,Daflon 500
Face to Face,5,0011i000001xnGmAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnHfAAI,2019/2020,Coralan
Face to Face,5,0011i000001xnHhAAI,2019/2020,Daflon 1000
Face to Face,5,0011i000001xnHhAAI,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnHVAAY,2020/2021,Coralan
Face to Face,5,0011i000001xnIyAAI,2019/2020,Coversyl
Face to Face,5,0011i000001xnJ2AAI,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xnJ2AAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnJ3AAI,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnK8AAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnK8AAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnKdAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnKiAAI,2019/2020,Cosyrel
Face to Face,5,0011i000001xnKiAAI,2019/2020,Coversyl
Face to Face,5,0011i000001xnKyAAI,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnL0AAI,2019/2020,Coveram
Face to Face,5,0011i000001xnLdAAI,2020/2021,Coralan
Face to Face,5,0011i000001xnLpAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnLqAAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnMbAAI,2019/2020,Cedraflon
Face to Face,5,0011i000001xnMbAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnMVAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnO1AAI,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnOeAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnOeAAI,2020/2021,Natrilix Family
Face to Face,5,0011i000001xnONAAY,2019/2020,Valdoxan
Face to Face,5,0011i000001xnOqAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnOqAAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnOxAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnP5AAI,2019/2020,Arcalion
Face to Face,5,0011i000001xnP5AAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnP5AAI,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xnPnAAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnPnAAI,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnPuAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnPuAAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnQxAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnRAAAY,2020/2021,Daflon 500
Face to Face,5,0011i000001xnRAAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnRYAAY,2019/2020,Daflon 500
Face to Face,5,0011i000001xnScAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnSDAAY,2019/2020,Valdoxan
Face to Face,5,0011i000001xnSWAAY,2019/2020,Coversyl
Face to Face,5,0011i000001xnSWAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnT9AAI,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnT9AAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnT9AAI,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xnTcAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnTgAAI,2019/2020,Coveram
Face to Face,5,0011i000001xnTLAAY,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xnTLAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnTUAAY,2019/2020,Daflon 500
Face to Face,5,0011i000001xnTUAAY,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnU8AAI,2020/2021,Coversyl Family
Face to Face,5,0011i000001xnU8AAI,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xnUZAAY,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnUZAAY,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xnV3AAI,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000001xnVcAAI,2020/2021,NatSR/Natrixam
Face to Face,5,0011i000001xnVFAAY,2020/2021,Daflon 500
Face to Face,5,0011i000001xnVKAAY,2019/2020,Coralan
Face to Face,5,0011i000001xnVLAAY,2019/2020,Coversyl Plus
Face to Face,5,0011i000001xnVoAAI,2019/2020,Valdoxan
Face to Face,5,0011i000001xnVPAAY,2019/2020,Cedraflon
Face to Face,5,0011i000001xnVPAAY,2019/2020,Deprexis
Face to Face,5,0011i000001xnVPAAY,2019/2020,Valdoxan
Face to Face,5,0011i000001xnVWAAY,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnVYAAY,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnVZAAY,2020/2021,Natrilix Family
Face to Face,5,0011i000001xnWJAAY,2020/2021,Daflon 1000
Face to Face,5,0011i000001xnWsAAI,2019/2020,Valdoxan
Face to Face,5,0011i000001xnWsAAI,2019/2020,Vastarel MR
Face to Face,5,0011i000001xnWsAAI,2020/2021,Diamicron MR
Face to Face,5,0011i000001xnWsAAI,2020/2021,Valdoxan
Face to Face,5,0011i000001xnWsAAI,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnWUAAY,2019/2020,Cosyrel
Face to Face,5,0011i000001xnWUAAY,2019/2020,Vastarel MR
Face to Face,5,0011i000001xnY7AAI,2020/2021,Vastarel XR 80
Face to Face,5,0011i000001xnYvAAI,2019/2020,Cedraflon
Face to Face,5,0011i000001xnYvAAI,2019/2020,Daflon 1000
Face to Face,5,0011i000001xnYvAAI,2019/2020,Daflon 500
Face to Face,5,0011i000001xnZgAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnZkAAI,2019/2020,Diamicron MR
Face to Face,5,0011i000001xnZxAAI,2019/2020,Coveram
Face to Face,5,0011i000001xnZxAAI,2019/2020,Triplixam
Face to Face,5,0011i000002Id6vAAC,2019/2020,Diamicron MR
Face to Face,5,0011i000007EavqAAC,2020/2021,Coversyl Family
Face to Face,5,0011i000007Ef46AAC,2019/2020,Coversyl
Face to Face,5,0011i000007EfTWAA0,2019/2020,Coversyl
Face to Face,5,0011i000007EfTWAA0,2019/2020,NatSR/Natrixam
Face to Face,5,0011i000007ElXpAAK,2019/2020,Coveram
Face to Face,5,0011i000007ElXpAAK,2019/2020,Diamicron MR
Face to Face,5,0011i000007EVH6AAO,2020/2021,Vastarel XR 80
Face to Face,5,0011i00000Egz7bAAB,2019/2020,Coversyl
Face to Face,5,0011i00000FH4AIAA1,2019/2020,Daflon 1000
Face to Face,5,0011i00000FI0L7AAL,2020/2021,Vastarel XR 80
Face to Face,5,0011i00000k1W9iAAE,2020/2021,Daflon 1000
Face to Face,5,0011i00000KM4QcAAL,2019/2020,Daflon 1000
Face to Face,5,0011i00000KM4QcAAL,2019/2020,NatSR/Natrixam
Face to Face,5,0011i00000KM4QcAAL,2020/2021,Diamicron MR
Face to Face,5,0011i00000NqfZXAAZ,2020/2021,Coralan
Face to Face,5,0011i00000NqknMAAR,2019/2020,NatSR/Natrixam
Face to Face,5,0011i00000NqknMAAR,2020/2021,Coversyl Family
Face to Face,5,0011i00000PJSxCAAX,2019/2020,Daflon 500
Face to Face,5,0011i00000PJSxCAAX,2020/2021,Daflon 500
Face to Face,5,0011i00000W3E2aAAF,2019/2020,Daflon 1000
Messages,5,0011i000001xnVcAAI,2020/2021,Vastarel MR
Messages,5,0011i000001xnVLAAY,2020/2021,Vastarel MR
Remote-detailing,5,0011i000001xn0wAAA,2019/2020,Valdoxan
Remote-detailing,5,0011i000001xn8MAAQ,2019/2020,Valdoxan
Remote-detailing,5,0011i000001xn8oAAA,2019/2020,Valdoxan
Remote-detailing,5,0011i000001xnKdAAI,2019/2020,Diamicron MR
Remote-detailing,5,0011i000001xnQGAAY,2019/2020,Valdoxan
Remote-detailing,5,0011i000001xnTkAAI,2019/2020,Coralan
Remote-detailing,5,0011i000001xnVgAAI,2019/2020,NatSR/Natrixam
Remote-detailing,5,0011i000001xnXNAAY,2019/2020,Valdoxan
Email,4,0011i000001xnVgAAI,2020/2021,Diamicron MR
Email,4,0011i000001xnVgAAI,2020/2021,NatSR/Natrixam
Email,4,0011i000001xnVhAAI,2020/2021,NatSR/Natrixam
Email,4,0011i000001xnVkAAI,2020/2021,Diamicron MR
Email,4,0011i000001xnVlAAI,2020/2021,Diamicron MR
Email,4,0011i00000Xf13cAAB,2020/2021,Onivyde
Face to Face,4,0011i000001xmarAAA,2020/2021,Daflon 1000
Face to Face,4,0011i000001xmb0AAA,2020/2021,Diamicron MR
Face to Face,4,0011i000001xmbLAAQ,2019/2020,Coveram
Face to Face,4,0011i000001xmbLAAQ,2019/2020,Triplixam
Face to Face,4,0011i000001xmbmAAA,2020/2021,Daflon 1000
Face to Face,4,0011i000001xmbmAAA,2020/2021,Diamicron MR
Face to Face,4,0011i000001xmbvAAA,2019/2020,Daflon 500
Face to Face,4,0011i000001xmbvAAA,2020/2021,Daflon 1000
Face to Face,4,0011i000001xmbYAAQ,2019/2020,Diamicron MR
Face to Face,4,0011i000001xmbYAAQ,2020/2021,Diamicron MR
Face to Face,4,0011i000001xmcGAAQ,2019/2020,Coversyl Plus
Face to Face,4,0011i000001xmcPAAQ,2019/2020,NatSR/Natrixam
Face to Face,4,0011i000001xmcPAAQ,2020/2021,Coversyl Family
Face to Face,4,0011i000001xmcqAAA,2020/2021,Vastarel XR 80
Face to Face,4,0011i000001xmd1AAA,2020/2021,Daflon 1000
Face to Face,4,0011i000001xmd1AAA,2020/2021,Diamicron MR
Face to Face,4,0011i000001xmd4AAA,2019/2020,Arcalion
Face to Face,4,0011i000001xmd7AAA,2019/2020,Diamicron MR
Face to Face,4,0011i000001xmdYAAQ,2020/2021,Diamicron MR
Face to Face,4,0011i000001xmeYAAQ,2019/2020,Daflon 1000
Face to Face,4,0011i000001xmfbAAA,2019/2020,Cedraflon
Face to Face,4,0011i000001xmfbAAA,2019/2020,Diamicron MR
Face to Face,4,0011i000001xmfeAAA,2020/2021,Coversyl Family
Face to Face,4,0011i000001xmfhAAA,2019/2020,Diamicron MR
Face to Face,4,0011i000001xmfIAAQ,2019/2020,Daflon 500
Face to Face,4,0011i000001xmfLAAQ,2020/2021,Daflon 500
Face to Face,4,0011i000001xmgaAAA,2019/2020,Daflon 500
Face to Face,4,0011i000001xmgZAAQ,2020/2021,Daflon 500
Face to Face,4,0011i000001xmhdAAA,2019/2020,Daflon 500
Face to Face,4,0011i000001xmheAAA,2019/2020,Cosyrel
